feedback_id,feedback,sentiment,category,location
R00738,lab facilities are okay in Library,neutral,Laboratory,B Block
R00740,some equipment is available bro in Main Gate,neutral,Laboratory,Library
R00741,lab session was normal,neutral,Laboratory,Hostel A
R00742,lab facilities are okay pls fix in Canteen,neutral,Laboratory,B Block
R00743,some equipment is available in ECE Lab,neutral,Laboratory,Main Gate
R00745,facilities are average bro,neutral,Laboratory,B Block
R00749,facilities are average in Hostel B,neutral,Laboratory,Hostel B
R00752,lab facilities are okay in Hostel A,neutral,Laboratory,C Block
R00753,some equipments available,neutral,Laboratory,Campus
R00754,lab facilities are okay bro,neutral,Laboratory,B Block
R00755,lab facilities are okay in Campus,neutral,Laboratory,ECE Lab
R00760,some equipment is available in C Block,neutral,Laboratory,Hostel B
R00761,the lab session was normal asap,neutral,Laboratory,A Block
R00762,some equipment is available bro,neutral,Laboratory,Central Lab
R00763,facilities are average in Library,neutral,Laboratory,C Block
R00764,facilities are average pls fix,neutral,Laboratory,Central Lab
R00766,the projector in the lab is broken asap,negative,Laboratory,ECE Lab
R00767,the projector in the lab is broken in Hostel B,negative,Laboratory,C Block
R00768,lab equipment is not working,negative,Laboratory,A Block
R00769,the projector in the lab is broken,negative,Laboratory,ECE Lab
R00770,practical equipment needs maintenance,negative,Laboratory,Hostel A
R00771,there are not enough instruments in Hostel A,negative,Laboratory,Hostel B
R00774,there are not enough instruments pls fix,negative,Laboratory,Main Gate
R00777,lab computers are very slow in ECE Lab,negative,Laboratory,A Block
R00778,lab equipment is not working in Hostel A,negative,Laboratory,A Block
R00779,practical equipment needs maintenance asap in Canteen,negative,Laboratory,Hostel A
R00780,there are not enough instruments,negative,Laboratory,Main Gate
R00781,lab equipment is not working in C Block,negative,Laboratory,B Block
R00783,lab computers are too slow in Main Gate,negative,Laboratory,C Block
R00786,practical equipment needs maintenance in Canteen,negative,Laboratory,C Block
R00787,lab computers are too slow bro,negative,Laboratory,Hostel B
R00791,the projector in the lab is broken in Main Gate,negative,Laboratory,C Block
R00795,lab computers are too slow asap,negative,Laboratory,C Block
R00797,practical equipment needs maintenance in ECE Lab,negative,Laboratory,Canteen
R00799,the projector in the lab is broken in B Block,negative,Laboratory,B Block
R00803,there are not enough instruments in B Block,negative,Laboratory,Main Gate
R00805,practical equipment needs maintenance bro,negative,Laboratory,Hostel B
R00806,there are not enough instruments in Canteen,negative,Laboratory,Central Lab
R00807,lab computers are too slow in A Block,negative,Laboratory,Library
R00808,lab equipment is not working bro,negative,Laboratory,Campus
R00809,practical equipment needs maintenance asap in A Block,negative,Laboratory,Hostel A
R00810,there are not enough instruments bro,negative,Laboratory,ECE Lab
R00811,library is quiet and clean bro,positive,Library,ECE Lab
R00812,the reading room is comfortable bro in Central Lab,positive,Library,Library
R00813,there are enough study spaces,positive,Library,Main Gate
R00814,there are enough study spaces asap in ECE Lab,positive,Library,ECE Lab
R00815,library resources are useful pls fix,positive,Library,Canteen
R00816,library is quiet and clean,positive,Library,Campus
R00818,the reading room is comfortable pls fix,positive,Library,Library
R00819,the reading room is comfortable,positive,Library,ECE Lab
R00820,there are enough study spaces asap in Library,positive,Library,A Block
R00825,there are enough study spaces bro in B Block,positive,Library,B Block
R00827,library resources are useful,positive,Library,A Block
R00832,the reading room is comfortable in Library,positive,Library,C Block
R00835,library resources are useful in Hostel B,positive,Library,Hostel B
R00836,library resources are useful asap,positive,Library,Campus
R00837,library is quiet and clean pls fix in ECE Lab,positive,Library,Main Gate
R00843,there are enough study spaces pls fix,positive,Library,Hostel A
R00844,library is quiet and clean pls fix in A Block,positive,Library,Main Gate
R00845,there are enough study spaces bro,positive,Library,ECE Lab
R00848,the reading room is comfortable in C Block,positive,Library,Hostel B
R00849,library is quiet and clean bro in A Block,positive,Library,C Block
R00853,there are enough study spaces in Canteen,positive,Library,Hostel B
R00855,the reading room is comfortable bro in Hostel B,positive,Library,Campus
R00856,books are available in Campus,neutral,Library,Main Gate
R00857,library facilities are normal bro,neutral,Library,ECE Lab
R00858,library is okay,neutral,Library,Campus
R00859,library facilities are normal bro in Campus,neutral,Library,Hostel B
R00860,study space is average,neutral,Library,Hostel A
R00861,librarys okay,neutral,Library,Campus
R00863,library facilities are normal,neutral,Library,A Block
R00865,books are available,neutral,Library,C Block
R00866,study space is average bro in C Block,neutral,Library,Hostel B
R00868,library facilities are normal pls fix,neutral,Library,Hostel B
R00870,library facilities are normal asap,neutral,Library,ECE Lab
R00873,library is okay in Hostel A,neutral,Library,Main Gate
R00874,books are available asap in C Block,neutral,Library,B Block
R00876,library facilities are normal in Hostel B,neutral,Library,Hostel A
R00878,study spaces average,neutral,Library,Library
R00879,books are available asap,neutral,Library,A Block
R00882,study space is average pls fix,neutral,Library,Main Gate
R00883,library facilities are normal in Central Lab,neutral,Library,Canteen
R00884,library facilities are normal in A Block,neutral,Library,Hostel B
R00888,study spaces average in Hostel A,neutral,Library,C Block
R00891,books are available bro,neutral,Library,Canteen
R00894,books are available in Hostel B,neutral,Library,ECE Lab
R00896,library is okay bro,neutral,Library,B Block
R00898,library is okay bro in B Block,neutral,Library,ECE Lab
R00901,it is too noisy in the library,negative,Library,Hostel A
R00902,library closes too early in A Block,negative,Library,Campus
R00903,library has too few seats,negative,Library,Campus
R00904,library closes too early,negative,Library,Central Lab
R00906,it is too noisy in the library asap,negative,Library,Hostel B
R00907,many books are unavailable asap in C Block,negative,Library,A Block
R00908,many books are unavailable,negative,Library,Main Gate
R00910,it is too noisy in the library in ECE Lab,negative,Library,Canteen
R00916,reading room is overcrowded asap in Library,negative,Library,Main Gate
R00917,reading room is overcrowded,negative,Library,C Block
R00918,library closes too early asap in Library,negative,Library,ECE Lab
R00919,library has too few seats in Main Gate,negative,Library,A Block
R00920,reading room is overcrowded pls fix,negative,Library,Campus
R00925,reading room is overcrowded in C Block,negative,Library,Central Lab
R00926,library closes too early asap,negative,Library,B Block
R00927,library closes too early in Hostel B,negative,Library,A Block
R00929,library closes too early pls fix in ECE Lab,negative,Library,Canteen
R00933,reading room is overcrowded in B Block,negative,Library,Canteen
R00934,reading room is overcrowded bro,negative,Library,Central Lab
R00936,library has too few seats pls fix,negative,Library,Main Gate
R00937,reading room is overcrowded asap,negative,Library,Main Gate
R00938,library closes too early in Campus,negative,Library,Hostel A
R00942,library has too few seats bro,negative,Library,Hostel A
R00943,library has too few seats in Hostel A,negative,Library,Main Gate
R00944,library has too few seats in Campus,negative,Library,Campus
R00946,campus infrastructure is improving in ECE Lab,positive,Infrastructure,A Block
R00947,campus facilities are well maintained,positive,Infrastructure,Canteen
R00948,campus infrastructure is improving,positive,Infrastructure,C Block
R00949,classrooms are comfortable in Campus,positive,Infrastructure,Canteen
R00950,the building is in good condition,positive,Infrastructure,Library
R00951,classrooms are comfortable bro,positive,Infrastructure,Main Gate
R00952,the building is in good condition asap,positive,Infrastructure,C Block
R00953,campus infrastructure is improving in Central Lab,positive,Infrastructure,Main Gate
R00954,classrooms are comfortable pls fix in Hostel B,positive,Infrastructure,Campus
R00956,classrooms are comfortable,positive,Infrastructure,Campus
R00958,campus infrastructures improving,positive,Infrastructure,Central Lab
R00959,the buildings in good condition,positive,Infrastructure,Central Lab
R00961,campus facilities are well maintained pls fix in C Block,positive,Infrastructure,Hostel B
R00963,classrooms are comfortable in ECE Lab,positive,Infrastructure,B Block
R00967,campus facilities are well maintained bro in ECE Lab,positive,Infrastructure,Hostel A
R00971,campus facilities are well maintained in Hostel B,positive,Infrastructure,Central Lab
R00972,the building is in good condition in Hostel B,positive,Infrastructure,A Block
R00975,campus facilities are well maintained bro,positive,Infrastructure,Canteen
R00979,campus facilities are well maintained in Hostel A,positive,Infrastructure,Campus
R00980,building is in good condition,positive,Infrastructure,Hostel A
R00983,classrooms are comfortable pls fix,positive,Infrastructure,Campus
R00985,campus infrastructure is improving bro,positive,Infrastructure,Hostel B
R00987,campus infrastructure is improving asap in Campus,positive,Infrastructure,Hostel A
R00988,the building is in good condition in B Block,positive,Infrastructure,C Block
R00989,campus facilities are well maintained in Campus,positive,Infrastructure,Hostel A
R00990,campus infrastructure is improving in Library,positive,Infrastructure,Campus
R00991,infrastructure is okay in Main Gate,neutral,Infrastructure,A Block
R00992,infrastructure is okay in Hostel B,neutral,Infrastructure,Central Lab
R00993,infrastructure is okay pls fix,neutral,Infrastructure,Library
R00994,facilities are normal asap,neutral,Infrastructure,Library
R00995,campus buildings are manageable,neutral,Infrastructure,B Block
R00996,infrastructure is okay,neutral,Infrastructure,Canteen
R00998,infrastructure is okay bro,neutral,Infrastructure,Hostel B
R01000,facilities are normal,neutral,Infrastructure,A Block
R01002,facilities are normal in Campus,neutral,Infrastructure,C Block
R01004,classroom facilities are average in Canteen,neutral,Infrastructure,Canteen
R01006,campus buildings are manageable pls fix,neutral,Infrastructure,Main Gate
R01007,classroom facilities are average,neutral,Infrastructure,Central Lab
R01011,campus buildings are manageable in Canteen,neutral,Infrastructure,ECE Lab
R01012,campus buildings are manageable in Campus,neutral,Infrastructure,Hostel A
R01014,campus buildings are manageable asap,neutral,Infrastructure,Canteen
R01016,campus buildings are manageable in Main Gate,neutral,Infrastructure,Hostel A
R01017,classroom facilities are average in Main Gate,neutral,Infrastructure,C Block
R01021,classroom facilities are average bro,neutral,Infrastructure,Campus
R01023,infrastructures okay,neutral,Infrastructure,Hostel A
R01024,infrastructure is okay in Central Lab,neutral,Infrastructure,ECE Lab
R01029,facilities are normal in Canteen,neutral,Infrastructure,Campus
R01030,classroom facilities are average asap,neutral,Infrastructure,A Block
R01031,classroom facilities are average asap in Hostel B,neutral,Infrastructure,Main Gate
R01036,classroom lights keep failing,negative,Infrastructure,Library
R01037,there are damaged desks,negative,Infrastructure,B Block
R01038,campus facilities are poorly maintained bro,negative,Infrastructure,Hostel A
R01039,campus facilities are poorly maintained,negative,Infrastructure,Main Gate
R01040,there are damaged desks asap,negative,Infrastructure,A Block
R01042,classroom fan is not working,negative,Infrastructure,Hostel A
R01043,the building needs maintenance in Canteen,negative,Infrastructure,B Block
R01044,the building needs maintenance,negative,Infrastructure,B Block
R01046,the building needs maintenance in A Block,negative,Infrastructure,C Block
R01047,campus facilities are poorly maintained in Central Lab,negative,Infrastructure,A Block
R01048,campus facilities are poorly maintained in Hostel B,negative,Infrastructure,C Block
R01050,classroom fan is not working bro,negative,Infrastructure,Hostel A
R01053,the building needs maintenance in Campus,negative,Infrastructure,Main Gate
R01054,there are damaged desks in Library,negative,Infrastructure,C Block
R01055,classroom fan is not working in Central Lab,negative,Infrastructure,Campus
R01058,campus facilities are poorly maintained in Campus,negative,Infrastructure,C Block
R01061,campus facilities are poorly maintained in ECE Lab,negative,Infrastructure,Library
R01063,there are damaged desks pls fix,negative,Infrastructure,B Block
R01068,there are damaged desks bro in Central Lab,negative,Infrastructure,Library
R01072,there are damaged desks bro,negative,Infrastructure,Canteen
R01074,classroom fan is not working pls fix,negative,Infrastructure,C Block
R01078,there are damaged desks in Hostel A,negative,Infrastructure,Main Gate
R01080,campus facilities are poorly maintained in Canteen,negative,Infrastructure,A Block
R01081,washrooms are maintained well asap,positive,Cleanliness,Hostel A
R01082,corridors are clean pls fix in Canteen,positive,Cleanliness,Central Lab
R01083,washrooms are maintained well,positive,Cleanliness,Main Gate
R01085,corridors are clean,positive,Cleanliness,Library
R01086,cleaning staff are doing a good job pls fix,positive,Cleanliness,B Block
R01087,campus is clean in Central Lab,positive,Cleanliness,Canteen
R01089,washrooms are maintained well pls fix,positive,Cleanliness,Library
R01090,campus is clean bro in Central Lab,positive,Cleanliness,B Block
R01091,campus is clean in B Block,positive,Cleanliness,Central Lab
R01093,corridors are clean asap,positive,Cleanliness,Canteen
R01095,cleaning staff are doing a good job,positive,Cleanliness,Hostel B
R01096,campuss clean,positive,Cleanliness,Hostel A
R01098,campus is clean bro in B Block,positive,Cleanliness,Library
R01103,washrooms are maintained well bro in Hostel A,positive,Cleanliness,Hostel A
R01105,campus is clean asap,positive,Cleanliness,Central Lab
R01107,cleaning staff are doing a good job bro,positive,Cleanliness,Central Lab
R01108,corridors are clean in Canteen,positive,Cleanliness,C Block
R01109,campus is clean,positive,Cleanliness,ECE Lab
R01110,campus is clean in Campus,positive,Cleanliness,C Block
R01112,corridors are clean in Hostel A,positive,Cleanliness,Library
R01114,washrooms are maintained well in Hostel B,positive,Cleanliness,ECE Lab
R01115,corridors are clean in Library,positive,Cleanliness,Hostel A
R01117,corridors are clean asap in C Block,positive,Cleanliness,Canteen
R01119,cleaning staff are doing a good job in C Block,positive,Cleanliness,ECE Lab
R01121,corridors are clean asap in Central Lab,positive,Cleanliness,Canteen
R01122,campuss clean in C Block,positive,Cleanliness,A Block
R01123,washrooms are maintained well bro,positive,Cleanliness,Campus
R01126,washrooms are okay,neutral,Cleanliness,Main Gate
R01127,campus is reasonably clean in Hostel B,neutral,Cleanliness,Main Gate
R01129,cleanlinesss acceptable,neutral,Cleanliness,ECE Lab
R01130,campus is reasonably clean,neutral,Cleanliness,Main Gate
R01131,cleanings average,neutral,Cleanliness,B Block
R01132,cleanliness is acceptable in Main Gate,neutral,Cleanliness,Main Gate
R01133,washrooms are okay bro,neutral,Cleanliness,Library
R01134,washrooms are okay asap,neutral,Cleanliness,Main Gate
R01135,cleanings average in A Block,neutral,Cleanliness,C Block
R01136,campus is reasonably clean bro,neutral,Cleanliness,B Block
R01138,cleanliness is acceptable asap,neutral,Cleanliness,A Block
R01139,cleaning is average,neutral,Cleanliness,B Block
R01140,cleanliness is acceptable bro,neutral,Cleanliness,B Block
R01141,cleaning is average bro in Hostel B,neutral,Cleanliness,ECE Lab
R01143,cleanliness is acceptable,neutral,Cleanliness,Main Gate
R01144,cleaning is average asap,neutral,Cleanliness,Central Lab
R01146,campus is reasonably clean asap,neutral,Cleanliness,Campus
R01149,cleanliness is acceptable asap in Library,neutral,Cleanliness,Hostel B
R01150,campus is reasonably clean bro in Central Lab,neutral,Cleanliness,C Block
R01152,cleaning is average asap in Library,neutral,Cleanliness,Hostel B
R01155,campuss reasonably clean,neutral,Cleanliness,Hostel A
R01158,washrooms are okay in B Block,neutral,Cleanliness,C Block
R01159,campus is reasonably clean bro in ECE Lab,neutral,Cleanliness,Canteen
R01160,cleaning is average bro,neutral,Cleanliness,ECE Lab
R01161,campus is reasonably clean in A Block,neutral,Cleanliness,Central Lab
R01164,campus is reasonably clean in ECE Lab,neutral,Cleanliness,Hostel A
R01165,washrooms are okay in ECE Lab,neutral,Cleanliness,Main Gate
R01166,cleaning is average in C Block,neutral,Cleanliness,A Block
R01169,cleanliness is acceptable pls fix,neutral,Cleanliness,ECE Lab
R01170,campus is reasonably clean in B Block,neutral,Cleanliness,Central Lab
R01171,corridors are not cleaned regularly asap,negative,Cleanliness,Hostel B
R01172,garbage is piling up,negative,Cleanliness,A Block
R01173,dustbins are overflowing in ECE Lab,negative,Cleanliness,Campus
R01174,garbage is piling up pls fix,negative,Cleanliness,A Block
R01175,corridors are not cleaned regularly in Library,negative,Cleanliness,Main Gate
R01176,washrooms are dirty,negative,Cleanliness,Canteen
R01178,washrooms are dirty asap,negative,Cleanliness,C Block
R01179,garbage is piling up in ECE Lab,negative,Cleanliness,B Block
R01180,dustbins are overflowing,negative,Cleanliness,Campus
R01182,dustbins are overflowing in Hostel A,negative,Cleanliness,Main Gate
R01184,corridors are not cleaned regularly,negative,Cleanliness,Main Gate
R01185,corridors are not cleaned regularly bro,negative,Cleanliness,ECE Lab
R01186,the campus needs better cleaning in ECE Lab,negative,Cleanliness,Hostel A
R01188,the campus needs better cleaning bro,negative,Cleanliness,Canteen
R01189,dustbins are overflowing in C Block,negative,Cleanliness,ECE Lab
R01190,garbage is piling up bro,negative,Cleanliness,ECE Lab
R01194,the campus needs better cleaning pls fix,negative,Cleanliness,ECE Lab
R01196,campus needs better cleaning in Central Lab,negative,Cleanliness,Campus
R01198,corridors are not cleaned regularly in ECE Lab,negative,Cleanliness,Hostel A
R01200,the campus needs better cleaning,negative,Cleanliness,Canteen
R01207,washrooms are dirty pls fix,negative,Cleanliness,B Block
R01212,the campus needs better cleaning in C Block,negative,Cleanliness,Central Lab
R01214,dustbins are overflowing asap,negative,Cleanliness,Main Gate
R01216,staff responded clearly,positive,Administration,Canteen
R01217,the process was quick,positive,Administration,Hostel B
R01218,administration resolved my request asap,positive,Administration,Library
R01219,office staff were helpful,positive,Administration,Canteen
R01220,office staff were helpful in Hostel B,positive,Administration,A Block
R01221,administration resolved my request pls fix in Main Gate,positive,Administration,A Block
R01222,administration resolved my request,positive,Administration,Canteen
R01223,the process was quick in Main Gate,positive,Administration,C Block
R01224,the process was quick bro,positive,Administration,Canteen
R01225,the process was quick pls fix in Hostel B,positive,Administration,B Block
R01226,staff responded clearly pls fix,positive,Administration,Main Gate
R01228,office staff were helpful bro in Canteen,positive,Administration,Library
R01232,staff responded clearly in A Block,positive,Administration,Main Gate
R01233,process was quick,positive,Administration,Hostel A
R01235,staff responded clearly in Library,positive,Administration,Hostel B
R01236,staff responded clearly in B Block,positive,Administration,ECE Lab
R01239,the process was quick asap,positive,Administration,ECE Lab
R01241,the process was quick pls fix in Library,positive,Administration,Main Gate
R01243,administration resolved my request in Main Gate,positive,Administration,Canteen
R01244,office staff were helpful bro in Main Gate,positive,Administration,Canteen
R01246,process was quick in B Block,positive,Administration,B Block
R01247,office staff were helpful pls fix,positive,Administration,C Block
R01248,administration resolved my request in B Block,positive,Administration,Hostel B
R01249,staff responded clearly asap in Hostel A,positive,Administration,Central Lab
R01250,the process was quick pls fix,positive,Administration,Hostel B
R01253,office staff were helpful bro in Hostel B,positive,Administration,Hostel A
R01256,administration resolved my request in Campus,positive,Administration,Library
R01259,office staff were helpful in ECE Lab,positive,Administration,Central Lab
R01260,office staff were helpful in Central Lab,positive,Administration,Hostel B
R01261,request processing is normal asap,neutral,Administration,C Block
R01262,administrative process was okay,neutral,Administration,Main Gate
R01263,request processing is normal pls fix,neutral,Administration,Central Lab
R01264,request processing is normal,neutral,Administration,Library
R01266,office response was average,neutral,Administration,Campus
R01267,the office response was average,neutral,Administration,Central Lab
R01268,the office response was average in C Block,neutral,Administration,Library
R01271,the office response was average in Central Lab,neutral,Administration,C Block
R01272,staff were neither helpful nor unhelpful,neutral,Administration,Canteen
R01273,office response was average in Central Lab,neutral,Administration,B Block
R01276,staff were neither helpful nor unhelpful bro,neutral,Administration,Campus
R01278,the office response was average in Canteen,neutral,Administration,Canteen
R01280,administrative process was okay in ECE Lab,neutral,Administration,C Block
R01281,staff were neither helpful nor unhelpful in Library,neutral,Administration,ECE Lab
R01282,staff were neither helpful nor unhelpful in Hostel A,neutral,Administration,A Block
R01284,the office response was average pls fix,neutral,Administration,B Block
R01285,the office response was average asap,neutral,Administration,ECE Lab
R01288,request processings normal,neutral,Administration,Canteen
R01292,the office response was average bro,neutral,Administration,Hostel B
R01293,request processing is normal asap in Hostel B,neutral,Administration,Canteen
R01296,the office response was average in Library,neutral,Administration,Main Gate
R01297,staff were neither helpful nor unhelpful in Canteen,neutral,Administration,Hostel A
R01298,staff were neither helpful nor unhelpful in Campus,neutral,Administration,C Block
R01306,administrative process is too slow bro in ECE Lab,negative,Administration,ECE Lab
R01307,the approval process takes forever,negative,Administration,ECE Lab
R01308,my request is still pending pls fix,negative,Administration,ECE Lab
R01309,theres too much paperwork,negative,Administration,Canteen
R01310,the approval process takes forever in Central Lab,negative,Administration,Hostel B
R01312,administrative process is too slow in Campus,negative,Administration,Main Gate
R01313,administrative process is too slow,negative,Administration,Campus
R01314,the approval process takes forever bro in B Block,negative,Administration,A Block
R01315,administrative processs too slow,negative,Administration,C Block
R01316,office staff are not responding in ECE Lab,negative,Administration,Canteen
R01317,office staff are not responding in Hostel B,negative,Administration,Main Gate
R01318,office staff are not responding,negative,Administration,Library
R01319,the approval process takes forever in C Block,negative,Administration,B Block
R01323,the approval process takes forever bro,negative,Administration,Main Gate
R01326,the approval process takes forever asap,negative,Administration,C Block
R01327,the approval process takes forever pls fix,negative,Administration,Hostel A
R01329,my requests still pending,negative,Administration,Main Gate
R01331,administrative process is too slow pls fix,negative,Administration,Hostel B
R01332,administrative process is too slow bro in Central Lab,negative,Administration,Main Gate
R01334,there is too much paperwork,negative,Administration,Hostel A
R01337,my request is still pending asap,negative,Administration,Central Lab
R01338,office staff are not responding asap,negative,Administration,Library
R01339,administrative process is very slow in Campus,negative,Administration,Main Gate
R01340,the approval process takes forever in Canteen,negative,Administration,Campus
R01341,office staff are not responding in C Block,negative,Administration,Hostel B
R01344,my request is still pending,negative,Administration,Hostel B
R01345,office staff are not responding in B Block,negative,Administration,ECE Lab
R01347,my request is still pending in B Block,negative,Administration,Main Gate
R01350,my request is still pending pls fix in ECE Lab,negative,Administration,Central Lab
R01351,lighting around campus is good in B Block,positive,Safety,Central Lab
R01352,security staff are helpful pls fix,positive,Safety,ECE Lab
R01353,security arrangements are reassuring in Hostel B,positive,Safety,A Block
R01354,campus feels safe,positive,Safety,A Block
R01356,campus feels safe bro,positive,Safety,Hostel A
R01357,lighting around campus is good pls fix in Hostel B,positive,Safety,Central Lab
R01358,lighting around campus is good asap,positive,Safety,Hostel B
R01359,security staff are helpful in A Block,positive,Safety,Canteen
R01360,campus feels safe pls fix,positive,Safety,Central Lab
R01361,lighting around campus is good bro in Hostel B,positive,Safety,Canteen
R01362,security staff are helpful in Canteen,positive,Safety,Main Gate
R01363,security arrangements are reassuring in ECE Lab,positive,Safety,Campus
R01365,security arrangements are reassuring in Canteen,positive,Safety,Canteen
R01366,security arrangements are reassuring in Hostel A,positive,Safety,Campus
R01367,campus feels safe asap,positive,Safety,B Block
R01368,security arrangements are reassuring,positive,Safety,Campus
R01369,security arrangements are reassuring asap in Hostel A,positive,Safety,C Block
R01370,lighting around campus is good,positive,Safety,Campus
R01372,campus feels safe asap in ECE Lab,positive,Safety,ECE Lab
R01373,security staff are helpful bro,positive,Safety,Canteen
R01374,security staff are helpful in B Block,positive,Safety,Main Gate
R01376,security arrangements are reassuring pls fix,positive,Safety,Central Lab
R01377,security staff are helpful asap,positive,Safety,Main Gate
R01378,security staff are helpful,positive,Safety,Library
R01380,campus feels safe asap in Canteen,positive,Safety,ECE Lab
R01381,lighting around campus is good in ECE Lab,positive,Safety,C Block
R01382,lighting around campuss good in B Block,positive,Safety,Campus
R01384,campus feels safe in C Block,positive,Safety,Canteen
R01386,lighting around campuss good,positive,Safety,ECE Lab
R01388,lighting around campus is good bro,positive,Safety,Library
R01396,lighting is acceptable,neutral,Safety,C Block
R01397,security arrangements are normal in B Block,neutral,Safety,Campus
R01398,security is okay,neutral,Safety,ECE Lab
R01399,lighting is acceptable in Campus,neutral,Safety,Library
R01400,lightings acceptable,neutral,Safety,ECE Lab
R01402,security arrangements are normal pls fix in Canteen,neutral,Safety,A Block
R01403,lighting is acceptable pls fix,neutral,Safety,Hostel B
R01405,security is okay asap,neutral,Safety,B Block
R01406,lighting is acceptable in Central Lab,neutral,Safety,Hostel B
R01407,lighting is acceptable in Canteen,neutral,Safety,B Block
R01408,campus safety is average asap,neutral,Safety,Campus
R01411,lighting is acceptable asap,neutral,Safety,ECE Lab
R01412,security arrangements are normal,neutral,Safety,Hostel B
R01413,security arrangements are normal in Canteen,neutral,Safety,Hostel B
R01415,campus safety is average,neutral,Safety,Hostel B
R01416,security is okay bro,neutral,Safety,C Block
R01417,security is okay bro in Canteen,neutral,Safety,Hostel B
R01418,security arrangements are normal bro in B Block,neutral,Safety,Canteen
R01420,campus safety is average bro,neutral,Safety,Hostel A
R01425,campus safety is average pls fix,neutral,Safety,Main Gate
R01428,security arrangements are normal asap,neutral,Safety,Central Lab
R01429,campus safetys average,neutral,Safety,Library
R01430,lighting is acceptable bro in Library,neutral,Safety,A Block
R01436,campus safety is average in C Block,neutral,Safety,Main Gate
R01439,lighting is acceptable in Hostel B,neutral,Safety,Hostel B
R01440,campus safety is average in B Block,neutral,Safety,A Block
R01441,emergency facilities need improvement pls fix,negative,Safety,Campus
R01442,some areas are poorly lit in Canteen,negative,Safety,C Block
R01443,the pathway feels unsafe at night,negative,Safety,C Block
R01444,there are not enough security staff bro,negative,Safety,B Block
R01445,the pathway feels unsafe at night bro,negative,Safety,Campus
R01446,there are not enough security staff bro in B Block,negative,Safety,Hostel B
R01447,some areas are poorly lit,negative,Safety,A Block
R01449,security response was slow in ECE Lab,negative,Safety,B Block
R01450,security response was slow,negative,Safety,Hostel A
R01451,emergency facilities need improvement,negative,Safety,Hostel B
R01458,emergency facilities need improvement pls fix in ECE Lab,negative,Safety,B Block
R01462,some areas are poorly lit asap,negative,Safety,Hostel B
R01464,security response was slow bro,negative,Safety,B Block
R01465,there are not enough security staff asap in Campus,negative,Safety,ECE Lab
R01466,security response was slow in A Block,negative,Safety,Canteen
R01467,security response was slow asap,negative,Safety,Central Lab
R01468,there are not enough security staff asap,negative,Safety,ECE Lab
R01469,some areas are poorly lit in Main Gate,negative,Safety,A Block
R01470,the pathway feels unsafe at night in Campus,negative,Safety,Campus
R01471,emergency facilities need improvement asap,negative,Safety,Central Lab
R01472,security response was slow pls fix,negative,Safety,A Block
R01474,emergency facilities need improvement in Campus,negative,Safety,C Block
R01479,there are not enough security staff in Campus,negative,Safety,Canteen
R01480,emergency facilities need improvement in Hostel A,negative,Safety,A Block
R01481,emergency facilities need improvement in B Block,negative,Safety,Hostel B
R01482,security response was slow in Main Gate,negative,Safety,Central Lab
R01483,security response was slow asap in Canteen,negative,Safety,A Block
R01486,the program was enjoyable in C Block,positive,Events,B Block
R01487,the event arrangements were good,positive,Events,ECE Lab
R01488,the workshop was interesting pls fix in Hostel B,positive,Events,Central Lab
R01490,the event was well organized,positive,Events,Canteen
R01491,the event was well organized bro in A Block,positive,Events,Central Lab
R01492,the workshop was interesting pls fix in Central Lab,positive,Events,B Block
R01494,the workshop was interesting bro in B Block,positive,Events,C Block
R01495,the program was enjoyable asap in Campus,positive,Events,A Block
R01496,event was well organized in Library,positive,Events,Hostel B
R01497,the event arrangements were good asap in A Block,positive,Events,Central Lab
R01498,the workshop was interesting,positive,Events,ECE Lab
R01500,the event arrangements were good in Campus,positive,Events,Main Gate
R01501,the workshop was interesting in B Block,positive,Events,Hostel A
R01502,the program was enjoyable pls fix,positive,Events,Hostel A
R01503,the event was well organized asap,positive,Events,A Block
R01504,the program was enjoyable in Canteen,positive,Events,ECE Lab
R01506,workshop was interesting,positive,Events,Hostel A
R01507,the event arrangements were good in Canteen,positive,Events,A Block
R01508,the event arrangements were good in ECE Lab,positive,Events,ECE Lab
R01509,the program was enjoyable,positive,Events,Hostel A
R01513,the program was enjoyable asap in Library,positive,Events,Hostel A
R01520,the event arrangements were good bro in B Block,positive,Events,A Block
R01521,the program was enjoyable bro in ECE Lab,positive,Events,Canteen
R01525,program was enjoyable,positive,Events,Hostel B
R01526,the program was enjoyable bro,positive,Events,Canteen
R01529,the event arrangements were good in Main Gate,positive,Events,ECE Lab
R01530,event was well organized,positive,Events,Campus
R01531,the event was okay,neutral,Events,Hostel A
R01532,workshop was average in B Block,neutral,Events,Campus
R01533,the program was normal pls fix,neutral,Events,Hostel A
R01534,event arrangements were manageable,neutral,Events,Central Lab
R01535,the program was normal bro in Main Gate,neutral,Events,Main Gate
R01536,the program was normal asap,neutral,Events,B Block
R01537,the program was normal,neutral,Events,Central Lab
R01538,event arrangements were manageable asap,neutral,Events,Campus
R01539,the event was okay pls fix,neutral,Events,ECE Lab
R01541,event arrangements were manageable in Hostel B,neutral,Events,B Block
R01542,the workshop was average asap in Hostel A,neutral,Events,Central Lab
R01543,the event was okay bro,neutral,Events,Campus
R01544,the workshop was average asap in ECE Lab,neutral,Events,Campus
R01545,the event was okay bro in A Block,neutral,Events,Hostel A
R01548,the program was normal asap in C Block,neutral,Events,Hostel B
