id,task_type,original_id,text,output
AOC_1534,AOC,2_8141_161,"Exams were fair, but quizzes were very difficult. A bit of a disconnect between the TA's and the prof. Assignments and quizzes were marked hard and the tutorials were absolutely USELESS.","[{'aspect': 'Exams', 'category': 'Course - Assessment', 'opinion': 'fair'}
 {'aspect': 'quizzes', 'category': 'Course - Assessment', 'opinion': 'very difficult'}
 {'aspect': ""TA's and the prof."", 'category': 'Staff - Teaching', 'opinion': 'A bit of a disconnect'}
 {'aspect': 'Assignments and quizzes', 'category': 'Course - Assessment', 'opinion': 'marked hard'}
 {'aspect': 'tutorials', 'category': 'Course - Learning activity', 'opinion': 'absolutely USELESS'}]"
AOC_1535,AOC,1_54_236_8127,"She's taking this class way too seriously. The tests are far too hard. The prof is unsympathetisc. If you really like speech, find a different professor. If you need an easy A then take something else.","[{'aspect': 'prof', 'category': 'Staff - Overall', 'opinion': 'taking this class way too seriously'}
 {'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': 'far too hard'}
 {'aspect': 'prof', 'category': 'Staff - Overall', 'opinion': 'find a different professor'}
 {'aspect': 'prof', 'category': 'Staff - Attitude', 'opinion': 'unsympathetisc'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'If you need an easy A then take something else'}]"
AOC_1536,AOC,2_1216_1013,"It is definitely one of the harder courses out there, but the stuff you learn is really interesting and chances are that it'll help you in future courses and applications. Here my biggest advice: DO NOT FALL BEHIND! The content escalates very quickly and the concepts become very abstract.","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'one of the harder courses'}
 {'aspect': 'stuff you learn', 'category': 'Course - Content', 'opinion': ""it'll help you in future courses and applications""}
 {'aspect': 'stuff you learn', 'category': 'Course - Content', 'opinion': 'really interesting'}
 {'aspect': 'content', 'category': 'Course - Content', 'opinion': 'escalates very quickly'}
 {'aspect': 'concepts', 'category': 'Course - Content', 'opinion': 'become very abstract'}]"
AOC_1537,AOC,2_3498_163,The better you do in this will determine how well you will do in math courses in the futur,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'will determine how well you will do in math courses in the futur'}]"
AOC_1538,AOC,3_159_459_293,"Great Uni, loved my three years there. Would recommend!","[{'aspect': 'Uni', 'category': 'University - Overall', 'opinion': 'Great'}
 {'aspect': 'Uni', 'category': 'University - Overall', 'opinion': 'Would recommend'}
 {'aspect': 'my three years there', 'category': 'University - Overall', 'opinion': 'loved'}]"
AOC_1539,AOC,1_54_1995_12361,"Pamela is such a lovely , friendly , and a very nice professor. I love how she acts like one of the students. I had her for comm150 last sem, and i managed to get out of her class with an A=). Ive always hated speech but her class is super easy. Attendance is not mandatory but there are unannounced quizzes. Mostly group work. Recommended prof!=)","[{'aspect': 'Pamela', 'category': 'Staff - Attitude', 'opinion': 'lovely , friendly , and a very nice'}
 {'aspect': 'Pamela', 'category': 'Staff - Personal traits', 'opinion': 'acts like one of the students'}
 {'aspect': 'speech', 'category': 'Course - Content', 'opinion': 'always hated'}
 {'aspect': 'her class', 'category': 'Course - Difficulty', 'opinion': 'super easy'}
 {'aspect': 'quizzes', 'category': 'Course - Assessment', 'opinion': 'unannounced'}
 {'aspect': 'Pamela', 'category': 'Staff - Overall', 'opinion': 'Recommended'}]"
AOC_1540,AOC,1_108_753_4214,"Hermana Hamblin is a really good teacher. She really cares about her students, and she always trying to come up with new ways to teach. She is an excellent teacher for those who are first learning how to speak Spanish. I highly recommend Hermana Hamblin!","[{'aspect': 'Hermana Hamblin', 'category': 'Staff - Overall', 'opinion': 'really cares about her students'}
 {'aspect': 'Hermana Hamblin', 'category': 'Staff - Overall', 'opinion': 'really good teacher'}
 {'aspect': 'Hermana Hamblin', 'category': 'Staff - Attitude', 'opinion': 'really cares about her students'}
 {'aspect': 'Hermana Hamblin', 'category': 'Staff - Teaching', 'opinion': 'always trying to come up with new ways to teach'}
 {'aspect': 'Hermana Hamblin', 'category': 'Staff - Overall', 'opinion': 'excellent teacher'}
 {'aspect': 'Hermana Hamblin', 'category': 'Staff - Overall', 'opinion': 'I highly recommend'}]"
AOC_1541,AOC,1_198_2541_8297,GREAT PROFESSOR. KNOWS HIS STUFF. CLASS ONE DAY.. GYM WORKOUTS THE OTHER. TWO TAKE HOME TESTS.. ONE RESEARCH PAPER.. EASY FINAL. GUARANTEED A IN HIS CLASS. VERY HELPFUL!! I RECOMMEND!!,"[{'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'GREAT'}
 {'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'I RECOMMEND'}
 {'aspect': 'PROFESSOR', 'category': 'Staff - Knowledge & skills', 'opinion': 'KNOWS HIS STUFF'}
 {'aspect': 'FINAL', 'category': 'Course - Assessment', 'opinion': 'EASY'}
 {'aspect': 'HIS CLASS', 'category': 'Course - Difficulty', 'opinion': 'GUARANTEED A'}
 {'aspect': 'PROFESSOR', 'category': 'Staff - Helpfulness', 'opinion': 'VERY HELPFUL'}]"
AOC_1542,AOC,1_130_300_10765,Great professor. Presented his material in a very engaging way and kept things interesting,"[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'Great'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'Presented his material in a very engaging'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'kept things interesting'}]"
AOC_1543,AOC,2_8167_843,If you have an interest in finance and investments you'll love this course. Great introduction to the different types of securities and the financial system in general.,"[{'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""you'll love""}
 {'aspect': 'different types of securities and the financial system', 'category': 'Course - Content', 'opinion': 'Great introduction'}]"
AOC_1544,AOC,3_127_90_238,"If you want to feel as though your only worth to the university is the money you pay them, then this is the right place for you!","[{'aspect': 'null', 'category': 'University - Overall', 'opinion': 'feel as though your only worth to the university is the money you pay them'}]"
AOC_1545,AOC,1_134_758_16335,"Make sure to attend every lecture. There is alot of reading-3 journal articles per week. The class discussions are relevant and very interesting. The group project is easy if you have a good group. No exams, weekly quizzes, and a final paper( 5 pages). Dr. Davis goes over the readings before the quiz is due. Also very helpful with all other work.","[{'aspect': 'lecture', 'category': 'Course - Learning activity', 'opinion': 'Make sure to attend every'}
 {'aspect': 'reading-3', 'category': 'Course - Content', 'opinion': 'alot of'}
 {'aspect': 'class discussions', 'category': 'Course - Learning activity', 'opinion': 'relevant and very interesting'}
 {'aspect': 'group project', 'category': 'Course - Learning activity', 'opinion': 'easy'}
 {'aspect': 'Dr. Davis', 'category': 'Staff - Helpfulness', 'opinion': 'very helpful'}]"
AOC_1546,AOC,2_10763_601,"The Prof is amazing. The labs help a lot. It was really interesting seeing what things actually look like, and not just diagrams they show you in other courses","[{'aspect': 'Prof', 'category': 'Staff - Overall', 'opinion': 'amazing'}
 {'aspect': 'labs', 'category': 'Course - Learning activity', 'opinion': 'help a lot'}
 {'aspect': 'seeing what things actually look like', 'category': 'Course - Content', 'opinion': 'really interesting'}]"
AOC_1547,AOC,2_14373_1444,Easy,"[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'Easy'}]"
AOC_1548,AOC,2_11522_500,"You kind of get the basic knowledge of environmental problems, economics, governance, ecology etc. but it's not a very exciting class. There is no midterm so your grade is based off of a term paper and the final exam which is worth 60%.","[{'aspect': 'class', 'category': 'Course - Content', 'opinion': 'get the basic knowledge'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'not a very'}]"
AOC_1549,AOC,1_172_597_16733,"Awesome for someone who has not had math in 15 years!! A lot of homework on math lab but it helps you get a good grade on test!! Very nice guy!! Never expect to get out early. He follows his syllabus to a"" T"" 5 tests and a final and he gives you reviews& does it in class( test is just like review) great teacher!! Makes it easy to understand.","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Awesome'}
 {'aspect': 'homework on math lab', 'category': 'Course - Assessment', 'opinion': 'A lot'}
 {'aspect': 'homework on math lab', 'category': 'Course - Assessment', 'opinion': 'helps you get a good grade on test'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'Very nice guy'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'Never expect to get out early'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'follows his syllabus'}
 {'aspect': 'test', 'category': 'Course - Assessment', 'opinion': 'just like review'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'great'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'Makes it easy to understand'}]"
AOC_1550,AOC,1_88_938_11967,"Well, what can I say. The worst prof I've ever seen. That's it","[{'aspect': 'prof', 'category': 'Staff - Overall', 'opinion': 'worst'}]"
AOC_1551,AOC,2_11799_743,"The midterm and final is fair, mostly based on memorization. The group project is fairly easy. There are also three case studies.","[{'aspect': 'midterm and final', 'category': 'Course - Assessment', 'opinion': 'mostly based on memorization'}
 {'aspect': 'midterm and final', 'category': 'Course - Assessment', 'opinion': 'fair'}
 {'aspect': 'group project', 'category': 'Course - Learning activity', 'opinion': 'fairly easy'}]"
AOC_1552,AOC,1_233_2479_7556,Very one dimensional. Not easy to get along with.,"[{'aspect': 'null', 'category': 'Staff - Personal traits', 'opinion': 'Very one dimensional'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Not easy to get along with'}]"
AOC_1553,AOC,2_13472_1482,"Two midterms with short questions and an essay( 25% each), a portfolio worth 15% and the final. The essay and portfolio were both due on the last weeks of the term, make sure to prepare early",[]
AOC_1554,AOC,2_12968_92,"I really enjoyed this course, Elena is a sweetheart and makes the class really engaging. The content was very interesting and the case studies and assignments were fair. Definitely need the textbook.","[{'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'really enjoyed'}
 {'aspect': 'Elena', 'category': 'Staff - Personal traits', 'opinion': 'a sweetheart'}
 {'aspect': 'Elena', 'category': 'Staff - Teaching', 'opinion': 'makes the class really engaging'}
 {'aspect': 'The content', 'category': 'Course - Content', 'opinion': 'very interesting'}
 {'aspect': 'the case studies and assignments', 'category': 'Course - Assessment', 'opinion': 'fair'}
 {'aspect': 'the textbook', 'category': 'Course - Course materials', 'opinion': 'Definitely need'}]"
AOC_1555,AOC,2_153_54,"Actually insanely interesting, coming from someone who doesn't like math other than plug-and-chug. It opens your eyes to a completely new way of looking at math, and I really enjoyed understanding how the math works. Office hours were blessed, and the written assignments really helped me learn the material, even though they were a bit hard. Mobius quizzes were also babyfood.","[{'aspect': 'null', 'category': 'Course - Content', 'opinion': 'Actually insanely interesting'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'opens your eyes to a completely new way of looking at math'}
 {'aspect': 'understanding how the math works', 'category': 'Course - Content', 'opinion': 'really enjoyed'}
 {'aspect': 'Office hours', 'category': 'Course - Learning activity', 'opinion': 'blessed'}
 {'aspect': 'written assignments', 'category': 'Course - Assessment', 'opinion': 'a bit hard'}
 {'aspect': 'written assignments', 'category': 'Course - Assessment', 'opinion': 'really helped me learn the material'}
 {'aspect': 'Mobius quizzes', 'category': 'Course - Assessment', 'opinion': 'babyfood'}]"
AOC_1556,AOC,1_196_1084_14269,"Average class, not too easy , not too hard. I passed with an A. Boesiger isn't horrible, but not great either. You basically do the work and you should be fine. He was a little unclear on some stuff, but overall a decent teacher. Attendance not mandatory, but recommended to get good grade. You absolutely need the textbook to pass.","[{'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'Average'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'not too easy , not too hard'}
 {'aspect': 'Boesiger', 'category': 'Staff - Overall', 'opinion': 'not great either'}
 {'aspect': 'Boesiger', 'category': 'Staff - Overall', 'opinion': ""isn't horrible""}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'you should be fine'}
 {'aspect': 'Boesiger', 'category': 'Staff - Teaching', 'opinion': 'a little unclear on some stuff'}
 {'aspect': 'Boesiger', 'category': 'Staff - Overall', 'opinion': 'overall a decent teacher'}
 {'aspect': 'Attendance', 'category': 'Course - Learning activity', 'opinion': 'recommended'}
 {'aspect': 'textbook', 'category': 'Course - Course materials', 'opinion': 'absolutely need'}]"
AOC_1557,AOC,1_172_45_4209,Worst teacher I've had because of the difficulty to understand him. The language barrier was nearly impossible to overcome. And he was not clear about the schedule of some stuff. It's possible to make it through his class just go to the study and talk to people who can speak better english.,"[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Worst'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'not clear about the schedule of some stuff'}
 {'aspect': 'understand him', 'category': 'Staff - Teaching', 'opinion': 'difficulty'}
 {'aspect': 'language barrier', 'category': 'Staff - Personal traits', 'opinion': 'nearly impossible to overcome'}
 {'aspect': 'his class', 'category': 'Course - Overall', 'opinion': 'possible to make it through'}]"
AOC_1558,AOC,2_13217_143,"Really easy class for someone who has taken anatomy. Class discussions are a huge part of the tests, not the lecture slides. No final and in class group work was a mark booster","[{'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'Really easy'}
 {'aspect': 'Class discussions', 'category': 'Course - Learning activity', 'opinion': 'a huge part of the tests'}
 {'aspect': 'lecture slides', 'category': 'Course - Course materials', 'opinion': 'not'}
 {'aspect': 'in class group work', 'category': 'Course - Assessment', 'opinion': 'a mark booster'}]"
AOC_1559,AOC,3_37_370_29,The career zone is fantastic and really helpful. There are lots of societies but the wifi can be a bit patchy,"[{'aspect': 'career zone', 'category': 'University - Information & services', 'opinion': 'fantastic and really helpful'}
 {'aspect': 'societies', 'category': 'University - Social engagement & activities', 'opinion': 'lots of'}
 {'aspect': 'wifi', 'category': 'University - Campus & facilities', 'opinion': 'a bit patchy'}]"
AOC_1560,AOC,3_512_130_219,Best year of my entire life. I wish I could go and do it all again.,"[{'aspect': 'null', 'category': 'University - Overall', 'opinion': 'Best year of my entire life'}
 {'aspect': 'null', 'category': 'University - Overall', 'opinion': 'I wish I could go and do it all again'}]"
AOC_1561,AOC,3_322_236_269,Great teaching and campus facilities. A huge range of societies.,"[{'aspect': 'teaching', 'category': 'Staff - Teaching', 'opinion': 'Great'}
 {'aspect': 'campus facilities', 'category': 'University - Campus & facilities', 'opinion': 'Great'}
 {'aspect': 'societies', 'category': 'University - Social engagement & activities', 'opinion': 'A huge range of'}]"
AOC_1562,AOC,2_7584_1038,"course is very easy. birdish. took it online and the midterm and final were mcq, t/ f and short answer questions. a lot of memorization. learnt some useful things but didn't learn a lot.","[{'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'very easy'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'birdish'}
 {'aspect': 'memorization', 'category': 'Course - Content', 'opinion': 'a lot'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'learnt some useful things'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': ""didn't learn a lot""}]"
AOC_1563,AOC,3_293_181_73,"It’s difficult for me to rate the aspects of the university because due to COVID I haven’t spent a lot of time on campus. As far as I can tell so far the societies are diverse and communicate with freshers very well. Same with the careers service- revaluation emails for student jobs etc. I haven’t personally heard a lot from students union or what they’re up to, but they handled issues with grading due to covid very well.","[{'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'haven’t spent a lot of time on'}
 {'aspect': 'societies', 'category': 'University - Social engagement & activities', 'opinion': 'diverse'}
 {'aspect': 'careers service-', 'category': 'University - Information & services', 'opinion': 'communicate with freshers very well'}
 {'aspect': 'students union', 'category': 'University - Information & services', 'opinion': 'haven’t personally heard a lot from'}
 {'aspect': 'students union', 'category': 'University - Information & services', 'opinion': 'handled issues with grading due to covid very well'}]"
AOC_1564,AOC,2_3485_163,"If you did AP calc or IB, it's mostly review. Regular high school calculus( Ontario), covers most of the pre-midterm topics.","[{'aspect': 'AP calc or IB', 'category': 'Course - Content', 'opinion': 'mostly review'}]"
AOC_1565,AOC,1_149_2620_12389,The absolutely BEST professor I've had at UW Oshkosh. Has GREAT stories and really knows what he's talking about. He's a great resource to have and has a lot of experience in the journalism field. He really made me interested in being a reporter and is ALWAYS there to help.,"[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'absolutely BEST'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'really made me interested in being a reporter'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'Has GREAT stories'}
 {'aspect': 'professor', 'category': 'Staff - Knowledge & skills', 'opinion': ""really knows what he's talking about""}
 {'aspect': 'professor', 'category': 'Staff - Helpfulness', 'opinion': 'a great resource to have'}
 {'aspect': 'experience', 'category': 'Staff - Knowledge & skills', 'opinion': 'has a lot'}
 {'aspect': 'professor', 'category': 'Staff - Helpfulness', 'opinion': 'ALWAYS there to help'}]"
AOC_1566,AOC,2_2727_232,"I had a rough time in this course mainly due to not adapting properly. The assignments took forever, but the exams were fair. To do better than I did, make sure you actually understand all material rather than do what I did( part marks on exams were my saviour)","[{'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'had a rough time'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'not adapting properly'}
 {'aspect': 'assignments', 'category': 'Course - Workload', 'opinion': 'took forever'}
 {'aspect': 'exams', 'category': 'Course - Assessment', 'opinion': 'were fair'}]"
AOC_1567,AOC,2_11424_522,I did not learn anything from this course. Such a waste of money and time,"[{'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'did not learn anything'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'Such a waste of money and time'}]"
AOC_1568,AOC,2_9486_445,Course is an extension of GENE 123 and includes useful applications for mech eng. Labs were very interesting and the reports were basically fill-in-the-blank. Tutorials covered the problem sets and some review. The tutorial TA got switched before the midterm for whatever reason. Exams were pretty straightforward.,"[{'aspect': 'Labs', 'category': 'Course - Learning activity', 'opinion': 'very interesting'}
 {'aspect': 'reports', 'category': 'Course - Assessment', 'opinion': 'basically fill-in-the-blank'}
 {'aspect': 'Exams', 'category': 'Course - Assessment', 'opinion': 'pretty straightforward'}]"
AOC_1569,AOC,2_3241_165,"Not that bad, unless you fall behind( which occurred more quickly than I would have thought).","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'Not that bad'}
 {'aspect': 'fall behind', 'category': 'Course - Difficulty', 'opinion': 'occurred more quickly than I would have thought'}]"
AOC_1570,AOC,2_14757_1288,Find a good placement& you will be happy!,"[{'aspect': 'null', 'category': 'University - Overall', 'opinion': 'you will be happy'}]"
AOC_1571,AOC,2_6738_162,"Amazing course, completely changed the way I understood calculus. The way concepts and proofs are introduced made them intuitive and easy to understand. The assignment questions are not easy, but allowed you to discover really interesting properties and proofs on your own. Came into this course without much of a mathematics background, but learnt a lot.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Amazing'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'completely changed the way I understood calculus'}
 {'aspect': 'The way concepts and proofs are introduced', 'category': 'Course - Content', 'opinion': 'intuitive and easy to understand'}
 {'aspect': 'assignment questions', 'category': 'Course - Assessment', 'opinion': 'not easy'}
 {'aspect': 'assignment questions', 'category': 'Course - Assessment', 'opinion': 'allowed you to discover really interesting properties and proofs on your own'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'learnt a lot'}]"
AOC_1572,AOC,1_89_2559_5348,"This guy was great to have, and recommend anyone taking ENG COMP I to take it with this dude.","[{'aspect': 'This guy', 'category': 'Staff - Overall', 'opinion': 'great to have'}
 {'aspect': 'this dude', 'category': 'Staff - Overall', 'opinion': 'recommend'}
 {'aspect': 'this dude', 'category': 'Staff - Overall', 'opinion': 'great to have'}]"
AOC_1573,AOC,1_206_1159_11144,"Just had her for this Fall 2015 semester and i must say she's amazing. Gives three tests, her lectures are very interesting, she's very respectful and responds to e-mails on time plus gives five points for good attendance. all you need to do is show up, do your work, and study for the tests. She's definitely my fav Psy professor.","[{'aspect': 'Psy professor', 'category': 'Staff - Overall', 'opinion': 'amazing'}
 {'aspect': 'her lectures', 'category': 'Staff - Teaching', 'opinion': 'very interesting'}
 {'aspect': 'Psy professor', 'category': 'Staff - Attitude', 'opinion': 'very respectful'}
 {'aspect': 'Psy professor', 'category': 'Staff - Helpfulness', 'opinion': 'responds to e-mails on time'}
 {'aspect': 'Psy professor', 'category': 'Staff - Teaching', 'opinion': 'gives five points for good attendance'}]"
AOC_1574,AOC,1_72_2647_8810,This guy is horrible... i have been to his class once and already considering dropping... He gives aweful directions on his assignements and when you ask for help he tells you to re-read the assignment sheet... He emailed my assignment back telling me I did it wrong but sent it back with no feedback only stating that i did it wrong...,"[{'aspect': 'This guy', 'category': 'Staff - Overall', 'opinion': 'horrible'}
 {'aspect': 'his class', 'category': 'Staff - Teaching', 'opinion': 'considering dropping'}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': 'gives aweful directions on his assignements'}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'tells you to re-read the assignment sheet'}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': 'sent it back with no feedback'}]"
AOC_1575,AOC,3_526_127_126,"My experience on the Penryn Campus so far has been excellent, I love the area mostly due to friendly locals, lots to do and a decent night out. The facilities are great although in busier rooms it gets hella sweaty. Halls were much nicer than alot of the places I looked at and really good value too. The teaching staff on my course have been really good, entertaining and obviously knowledgeable, they were really helpful and most of them actually knew my name which was impressive with a course of 200+. This review has been a bit ravey but I love everything about the university of Exeter and would highly recommend it to anyone.","[{'aspect': 'experience on the Penryn Campus', 'category': 'University - Campus & facilities', 'opinion': 'excellent'}
 {'aspect': 'the area', 'category': 'University - Campus & facilities', 'opinion': 'love'}
 {'aspect': 'the area', 'category': 'University - Social engagement & activities', 'opinion': 'lots to do'}
 {'aspect': 'locals', 'category': 'University - Social engagement & activities', 'opinion': 'friendly'}
 {'aspect': 'night out', 'category': 'University - Social engagement & activities', 'opinion': 'decent'}
 {'aspect': 'facilities', 'category': 'University - Campus & facilities', 'opinion': 'great'}
 {'aspect': 'busier rooms', 'category': 'University - Campus & facilities', 'opinion': 'gets hella sweaty'}
 {'aspect': 'Halls', 'category': 'University - Campus & facilities', 'opinion': 'much nicer'}
 {'aspect': 'Halls', 'category': 'University - Cost', 'opinion': 'really good value'}
 {'aspect': 'teaching staff', 'category': 'Staff - Overall', 'opinion': 'really helpful'}
 {'aspect': 'teaching staff', 'category': 'Staff - Overall', 'opinion': 'really good'}
 {'aspect': 'teaching staff', 'category': 'Staff - Teaching', 'opinion': 'entertaining'}
 {'aspect': 'teaching staff', 'category': 'Staff - Knowledge & skills', 'opinion': 'obviously knowledgeable'}
 {'aspect': 'teaching staff', 'category': 'Staff - Helpfulness', 'opinion': 'really helpful'}
 {'aspect': 'knew my name', 'category': 'Staff - Teaching', 'opinion': 'impressive'}
 {'aspect': 'university of Exeter', 'category': 'University - Overall', 'opinion': 'love everything about'}
 {'aspect': 'university of Exeter', 'category': 'University - Overall', 'opinion': 'would highly recommend it to anyone'}]"
AOC_1576,AOC,1_21_381_5447,"very interesting class. pretty sure it was her first year teaching and she did a great job. the information was always interesting, sometimes the lectures felt extremely long, but they were never boring. she gives a ton of extra credit opportunities and they're all super easy. it was such an easy A and a really enjoyable class. TAKE IT","[{'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'very interesting'}
 {'aspect': 'she', 'category': 'Staff - Teaching', 'opinion': 'did a great job'}
 {'aspect': 'information', 'category': 'Course - Content', 'opinion': 'always interesting'}
 {'aspect': 'lectures', 'category': 'Course - Learning activity', 'opinion': 'felt extremely long'}
 {'aspect': 'lectures', 'category': 'Course - Learning activity', 'opinion': 'never boring'}
 {'aspect': 'extra credit opportunities', 'category': 'Staff - Teaching', 'opinion': 'gives a ton'}
 {'aspect': 'extra credit opportunities', 'category': 'Course - Assessment', 'opinion': 'super easy'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'easy A'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'really enjoyable'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'TAKE IT'}]"
AOC_1577,AOC,2_8875_829,Straightforward course as a successor to GEOG181. Interesting and useful introduction to ArcGis Pro. Assignments were fair and TA's were helpful. Overall a good course.,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Straightforward'}
 {'aspect': 'introduction to ArcGis Pro', 'category': 'Course - Content', 'opinion': 'Interesting and useful'}
 {'aspect': 'Assignments', 'category': 'Course - Assessment', 'opinion': 'fair'}
 {'aspect': ""TA's"", 'category': 'Staff - Helpfulness', 'opinion': 'helpful'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'good'}]"
AOC_1578,AOC,1_3_874_18140,Professor Tryhane is a awesome professor. He knows a lot about business and working in corporate America. What most most helpful about this class was that he teaches you how to write a resume and helps you make a plan for reaching your education and career goals. Professor Tryhane's class was a welcomed relief from my harder classes.,"[{'aspect': 'Professor Tryhane', 'category': 'Staff - Helpfulness', 'opinion': 'most helpful'}
 {'aspect': 'Professor Tryhane', 'category': 'Staff - Overall', 'opinion': 'awesome professor'}
 {'aspect': 'Professor Tryhane', 'category': 'Staff - Knowledge & skills', 'opinion': 'knows a lot about business and working in corporate America'}
 {'aspect': 'Professor Tryhane', 'category': 'Staff - Teaching', 'opinion': 'teaches you how to write a resume and helps you make a plan for reaching your education and career goals'}
 {'aspect': ""Professor Tryhane's class"", 'category': 'Course - Overall', 'opinion': 'a welcomed relief from my harder classes'}]"
AOC_1579,AOC,2_3734_1239,A lot of practice problems are required to do well in this course. The textbook matches the midterm and final exam. Interesting material.,"[{'aspect': 'do well in this course', 'category': 'Course - Difficulty', 'opinion': 'A lot of practice problems are required'}
 {'aspect': 'textbook', 'category': 'Course - Course materials', 'opinion': 'matches the midterm and final exam'}
 {'aspect': 'material', 'category': 'Course - Content', 'opinion': 'Interesting'}]"
AOC_1580,AOC,1_10_1177_9696,Great teacher. He expects you to come to class. Make sure that you study before every class so you can have questions for him.,"[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Great'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'expects you to come to class'}]"
AOC_1581,AOC,1_37_964_4384,"Very Difficult teacher, wouldn't explain things, rude to students, and very frustrating.","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Very Difficult'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'very frustrating'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': ""wouldn't explain things""}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'rude to students'}]"
AOC_1582,AOC,2_13133_412,"This class didnt exactly teach anything new but the content was easy to follow and Toni made the class very interesting which was great for keeping me focused during night classes. There are two major tests that are all m/ c, one major group assignment, and a final paper. Everything is pretty easy if you attend class and pay attention","[{'aspect': 'This class', 'category': 'Course - Difficulty', 'opinion': 'pretty easy'}
 {'aspect': 'This class', 'category': 'Course - Content', 'opinion': 'didnt exactly teach anything new'}
 {'aspect': 'content', 'category': 'Course - Content', 'opinion': 'easy to follow'}
 {'aspect': 'Toni', 'category': 'Staff - Teaching', 'opinion': 'made the class very interesting'}]"
